更新时间: 2026-04-12 06:50:23（北京时间）
⚠️ 注意：频道列表已通过30秒增强稳定性测试
📺 经过30秒稳定性测试，减少断流问题

免责声明,#genre#
免责声明视频,https://kakaxi-1.asia/LOGO/Disclaimer.mp4

央视频道,#genre#
重庆卫视,http://113.95.132.166:554/rtp/239.77.0.182:5146$广东电信
重庆卫视,http://121.238.250.95:8800/rtp/239.49.8.57:9830$江苏电信
重庆卫视,http://183.164.55.112:5000/rtp/238.1.78.31:6176$安徽电信
重庆卫视,http://221.219.104.6:1193/rtp/239.3.1.122:8160$北京市联通
重庆卫视,http://221.219.75.32:4000/rtp/239.3.1.122:8160$北京市联通
重庆卫视,http://223.10.214.111:6000/rtp/239.1.1.36:8036$山西电信
重庆卫视,http://43.138.5.183:10001/rtp/225.1.8.172:8162$北京市电信
陕西卫视,http://113.95.132.166:554/rtp/239.77.1.54:5146$广东电信
陕西卫视,http://183.164.55.112:5000/rtp/238.1.78.88:6576$安徽电信
陕西卫视,http://221.219.104.6:1193/rtp/239.3.1.41:8140$北京市联通
陕西卫视,http://221.219.75.32:4000/rtp/239.3.1.41:8140$北京市联通
陕西卫视,http://223.10.214.111:6000/rtp/239.1.1.50:8050$山西电信
青海卫视,http://113.95.132.166:554/rtp/239.253.43.125:5146$广东电信
青海卫视,http://183.164.55.112:5000/rtp/238.1.78.102:6688$安徽电信
青海卫视,http://221.219.104.6:1193/rtp/239.3.1.44:8184$北京市联通
青海卫视,http://221.219.75.32:4000/rtp/239.3.1.44:8184$北京市联通
青海卫视,http://223.10.214.111:6000/rtp/239.1.1.53:8053$山西电信
黑龙江卫视,http://113.95.132.166:554/rtp/239.77.0.93:5146$广东电信
黑龙江卫视,http://121.238.250.95:8800/rtp/239.49.8.14:9426$江苏电信
黑龙江卫视,http://183.164.55.112:5000/rtp/238.1.78.159:7144$安徽电信
黑龙江卫视,http://221.219.104.6:1193/rtp/239.3.1.133:8016$北京市联通
黑龙江卫视,http://221.219.75.32:4000/rtp/239.3.1.133:8016$北京市联通
黑龙江卫视,http://223.10.214.111:6000/rtp/239.1.1.37:8037$山西电信
黑龙江卫视,http://43.138.5.183:10001/rtp/225.1.8.42:8016$北京市电信

福建频道,#genre#
厦门卫视,http://113.95.132.166:554/rtp/239.77.0.96:5146$广东电信
厦门卫视,http://183.164.55.112:5000/rtp/238.1.78.246:7840$安徽电信
厦门卫视,http://221.219.104.6:1193/rtp/239.3.1.143:4120$北京市联通
厦门卫视,http://221.219.75.32:4000/rtp/239.3.1.143:4120$北京市联通
厦门卫视,http://223.10.214.111:6000/rtp/239.1.1.71:8071$山西电信

凤凰频道,#genre#

